Player_Game_ID,Team,Game,Player_ID,#,Name,Pos,Time on ice,ZEX,CEX All,CEX Not Press,CEX Press,DEX,FEX,ZEN,CEN,DEN,FEN,DR,TOT,CEX,EXD,END,CORSI-,CORSI+
11.FIN21,FIN,11,FIN21,21,Neea Pelkonen,F,1.297297297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,46.25
8.SWE12,SWE,8,SWE12,12,Stina Andersson,F,5.26,0,0,0,0,0,0,34.22053232,11.40684411,11.40684411,11.40684411,11.40684411,57.03422053,0,11.40684411,11.40684411,45.62737643,68.44106464
2.USA23,USA,2,USA23,23,Madison Kaiser,F,11.84210526,0,0,0,0,0,0,5.066666667,0,5.066666667,0,10.13333333,20.26666667,0,5.066666667,0,40.53333333,60.8
6.USA22,USA,6,USA22,22,Tessa Janecke,F,9.35,0,0,0,0,0,0,38.5026738,25.6684492,12.8342246,0,0,44.9197861,0,6.417112299,0,38.5026738,51.3368984
8.SWE14,SWE,8,SWE14,14,Ella Jamsen,F,3.28,0,0,0,0,0,0,18.29268293,0,18.29268293,0,0,18.29268293,0,0,18.29268293,36.58536585,91.46341463
11.SWE10,SWE,11,SWE10,10,Nicole Hall,F,17.51351351,0,0,0,0,0,0,13.7037037,10.27777778,3.425925926,0,0,17.12962963,0,3.425925926,0,30.83333333,61.66666667
10.USA13,USA,10,USA13,13,Danielle Burgen,F,8.22,0,0,0,0,0,0,7.299270073,0,7.299270073,0,7.299270073,21.89781022,0,7.299270073,0,29.19708029,124.0875912
7.CAN10,CAN,7,CAN10,10,Jade Iginla,F,11.08,0,0,0,0,0,0,16.24548736,0,10.83032491,5.415162455,10.83032491,32.49097473,0,5.415162455,0,27.07581227,102.8880866
6.CAN28,CAN,6,CAN28,28,Piper Grober,D,9.27,0,0,0,0,0,0,12.94498382,6.472491909,0,6.472491909,0,32.36245955,0,19.41747573,0,25.88996764,77.66990291
1.CAN24,CAN,1,CAN24,24,Madison Chantler,F,16.94736842,0,0,0,0,0,0,31.86335404,21.24223602,7.080745342,3.540372671,3.540372671,42.48447205,0,7.080745342,0,21.24223602,77.88819876
4.USA14,USA,4,USA14,14,Elyssa Biederman,F,11.26,0,0,0,0,0,0,10.65719361,5.328596803,5.328596803,0,5.328596803,21.31438721,0,5.328596803,5.328596803,15.98579041,74.60035524
10.USA23,USA,10,USA23,23,Madison Kaiser,F,11.43,0,0,0,0,0,0,10.49868766,5.249343832,5.249343832,0,10.49868766,31.49606299,0,10.49868766,0,10.49868766,110.2362205
7.CAN22,CAN,7,CAN22,22,Jocelyn Amos,F,12.18,0,0,0,0,0,0,24.63054187,24.63054187,0,0,0,29.55665025,0,4.926108374,0,9.852216749,172.4137931
7.CAN16,CAN,7,CAN16,16,Alex Law,F,13.39,0,0,0,0,0,0,22.40477969,8.961911875,8.961911875,4.480955937,4.480955937,26.88573562,0,0,0,8.961911875,120.9858103
9.CAN5,CAN,9,CAN5,5,Rhea Hicks,F,7.3,0,0,0,0,0,0,8.219178082,0,8.219178082,0,16.43835616,24.65753425,0,0,0,8.219178082,98.63013699
4.USA4,USA,4,USA4,4,Ava Svejkovsky,D,12.25,0,0,0,0,0,0,0,0,0,0,0,4.897959184,0,4.897959184,4.897959184,4.897959184,93.06122449
11.SWE4,SWE,11,SWE4,4,Olivia Sohrner,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.SWE4,SWE,8,SWE4,4,Olivia Sohrner,D,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
